case_id,event_sequence,partitions,rng_hash,state_hash,status,threshold,transition
PART-promotion_approach-04,[],4,cff0323e82c55a876f7c471d70232aad6d245715d5ab34c78ac828fd327575c3,3baeb63417087401012a5b6e90068d4d57e5762905b024fad9251b23ffb33b63,PASS,2.943644392292234,promotion_approach
PART-promotion_approach-08,"[""BIRTH_HIT""]",8,7bbe34b94ce0a878d08121b6402092c244d8335eeb981ecd4b244bcb2a168732,dea952a98de90f676a904adaae8c2c107623c753b0e657f6d288274bcdd70c43,PASS,0.20648298554288672,promotion_approach
PART-promotion_approach-16,"[""BIRTH_HIT""]",16,7bbe34b94ce0a878d08121b6402092c244d8335eeb981ecd4b244bcb2a168732,dea952a98de90f676a904adaae8c2c107623c753b0e657f6d288274bcdd70c43,PASS,0.20648298554288672,promotion_approach
PART-ligament_first_passage-01,"[""BIRTH_HIT""]",1,7bbe34b94ce0a878d08121b6402092c244d8335eeb981ecd4b244bcb2a168732,dea952a98de90f676a904adaae8c2c107623c753b0e657f6d288274bcdd70c43,PASS,0.20648298554288672,ligament_first_passage
PART-ligament_first_passage-02,"[""BIRTH_HIT""]",2,7bbe34b94ce0a878d08121b6402092c244d8335eeb981ecd4b244bcb2a168732,dea952a98de90f676a904adaae8c2c107623c753b0e657f6d288274bcdd70c43,PASS,0.20648298554288672,ligament_first_passage
PART-ligament_first_passage-04,[],4,cff0323e82c55a876f7c471d70232aad6d245715d5ab34c78ac828fd327575c3,3baeb63417087401012a5b6e90068d4d57e5762905b024fad9251b23ffb33b63,PASS,2.943644392292234,ligament_first_passage
PART-ligament_first_passage-08,"[""BIRTH_HIT""]",8,7bbe34b94ce0a878d08121b6402092c244d8335eeb981ecd4b244bcb2a168732,dea952a98de90f676a904adaae8c2c107623c753b0e657f6d288274bcdd70c43,PASS,0.20648298554288672,ligament_first_passage
PART-ligament_first_passage-16,"[""BIRTH_HIT""]",16,7bbe34b94ce0a878d08121b6402092c244d8335eeb981ecd4b244bcb2a168732,dea952a98de90f676a904adaae8c2c107623c753b0e657f6d288274bcdd70c43,PASS,0.20648298554288672,ligament_first_passage
PART-downstream_first_passage-01,"[""BIRTH_HIT""]",1,7bbe34b94ce0a878d08121b6402092c244d8335eeb981ecd4b244bcb2a168732,dea952a98de90f676a904adaae8c2c107623c753b0e657f6d288274bcdd70c43,PASS,0.20648298554288672,downstream_first_passage
PART-downstream_first_passage-02,"[""BIRTH_HIT""]",2,7bbe34b94ce0a878d08121b6402092c244d8335eeb981ecd4b244bcb2a168732,dea952a98de90f676a904adaae8c2c107623c753b0e657f6d288274bcdd70c43,PASS,0.20648298554288672,downstream_first_passage
PART-downstream_first_passage-04,[],4,cff0323e82c55a876f7c471d70232aad6d245715d5ab34c78ac828fd327575c3,3baeb63417087401012a5b6e90068d4d57e5762905b024fad9251b23ffb33b63,PASS,2.943644392292234,downstream_first_passage
PART-downstream_first_passage-08,"[""BIRTH_HIT""]",8,7bbe34b94ce0a878d08121b6402092c244d8335eeb981ecd4b244bcb2a168732,dea952a98de90f676a904adaae8c2c107623c753b0e657f6d288274bcdd70c43,PASS,0.20648298554288672,downstream_first_passage
PART-downstream_first_passage-16,"[""BIRTH_HIT""]",16,7bbe34b94ce0a878d08121b6402092c244d8335eeb981ecd4b244bcb2a168732,dea952a98de90f676a904adaae8c2c107623c753b0e657f6d288274bcdd70c43,PASS,0.20648298554288672,downstream_first_passage
