candidate_id,parent_id,temperature_K,Kdot,threshold_action,F1B_status,K_onset_MPa_sqrt_m,applied_opening_MPa_sqrt_m,model_native_fracture_coordinate_MPa_sqrt_m,opening_action,accessibility,process_updates,one_process_update_per_interval,no_discrete_emission_clock,renewal_m,renewal_tau_s,row_sha256,conservation_relative,initial_radius_m,emitted_total,mobile,retained,wake_mobile,wake_retained,escaped,recovered,radius_m,backstress_Pa,active_shield_Pa_sqrt_m,wake_shield_Pa_sqrt_m,total_shield_Pa_sqrt_m,source_multiplicity
P25_TJBSV2_S_004127,P25_TRANSFER_V1_RANK1,300.0,0.005,0.6931471805599453,FIRST_PASSAGE,3.5085451644849632,3.5085451644849632,3.5085451644849632,0.6931471805599453,FRACTURE_ACCESSIBLE,8,True,True,3.2732414351776242,6.992153587194454e-07,893ac2231006b5473f3cd08d52cd875cb6cd4aa9159c82121ddcd256c795076a,0.0,1e-06,0.0002889547615849692,0.0002889547615849692,1.3130907077242875e-47,0.0,0.0,0.0,0.0,1.0000000645343162e-06,330420.68256953533,1.1577150626958883e-46,0.0,1.1577150626958883e-46,96387.50064960099
P25_TJBSV2_S_004127,P25_TRANSFER_V1_RANK1,450.0,0.005,0.6931471805599453,FIRST_PASSAGE,3.0134055111653137,3.0134055111653137,3.0134055111653137,0.6931471805599453,FRACTURE_ACCESSIBLE,7,True,True,3.2732414351776242,6.992153587194454e-07,893ac2231006b5473f3cd08d52cd875cb6cd4aa9159c82121ddcd256c795076a,0.0,1e-06,2.6774312146568872e-05,2.6774312146568872e-05,2.6119164135131326e-33,0.0,0.0,0.0,0.0,1.000000005979697e-06,100579.9597355448,1.8371861521917872e-32,0.0,1.8371861521917872e-32,96388.66850513643
P25_TJBSV2_S_004127,P25_TRANSFER_V1_RANK1,600.0,0.005,0.6931471805599453,FIRST_PASSAGE,3.000497985432498,3.000497985432498,3.000497985432498,0.6931471805599453,FRACTURE_ACCESSIBLE,7,True,True,3.2732414351776242,6.992153587194454e-07,893ac2231006b5473f3cd08d52cd875cb6cd4aa9159c82121ddcd256c795076a,0.0,1e-06,2.6332977333417285e-05,2.6332977333417285e-05,3.178214611619805e-26,0.0,0.0,0.0,0.0,1.0000000058811305e-06,99747.55955429484,1.9688408929440122e-25,0.0,1.9688408929440122e-25,96388.67047105246
P25_TJBSV2_S_004127,P25_TRANSFER_V1_RANK1,750.0,0.005,0.6931471805599453,FIRST_PASSAGE,2.557770240653252,2.557770240653252,2.557770240653252,0.6931471805599453,FRACTURE_ACCESSIBLE,6,True,True,3.2732414351776242,6.992153587194454e-07,893ac2231006b5473f3cd08d52cd875cb6cd4aa9159c82121ddcd256c795076a,1.3552527156068805e-20,1e-06,1.9047888065071888e-05,1.9047888065071895e-05,8.004675157112572e-21,0.0,0.0,1.1270335846035002e-22,0.0,1.0000000042541e-06,84835.12643338833,4.4346324090333456e-20,0.0,4.4346324090333456e-20,96388.70292233673
P25_TJBSV2_S_004127,P25_TRANSFER_V1_RANK1,900.0,0.005,0.6931471805599453,FIRST_PASSAGE,2.5021782890935342,2.5021782890935342,2.5021782890935342,0.6931471805599453,FRACTURE_ACCESSIBLE,6,True,True,3.2732414351776242,6.992153587194454e-07,893ac2231006b5473f3cd08d52cd875cb6cd4aa9159c82121ddcd256c795076a,5.421010862427522e-20,1e-06,1.868010905348615e-05,1.868010905348307e-05,3.1001342850436997e-18,0.0,0.0,3.272057669560698e-20,0.0,1.0000000041719612e-06,84012.1308140692,1.6526571785787518e-17,0.0,1.6526571785787518e-17,96388.70456060187
P25_TJBSV2_S_004127,P25_TRANSFER_V1_RANK1,1050.0,0.005,0.6931471805599453,FIRST_PASSAGE,2.0616825168203525,2.0616825168203525,2.0616825168203525,0.6931471805599453,FRACTURE_ACCESSIBLE,5,True,True,3.2732414351776242,6.992153587194454e-07,893ac2231006b5473f3cd08d52cd875cb6cd4aa9159c82121ddcd256c795076a,1.6940658945086007e-20,1e-06,1.257191261498533e-05,1.2571912614057869e-05,9.274325173216126e-16,0.0,0.0,4.58721280497407e-20,0.0,1.0000000028077744e-06,68921.22263463457,4.557775074265377e-15,0.0,4.557775074265377e-15,96388.73176946746
P25_TJBSV2_S_004127,P25_TRANSFER_V1_RANK1,1200.0,0.005,0.6931471805599453,FIRST_PASSAGE,1.5154396926811011,1.5154396926811011,1.5154396926811011,0.6931471805599453,FRACTURE_ACCESSIBLE,4,True,True,3.2732414351776242,6.992153587194454e-07,893ac2231006b5473f3cd08d52cd875cb6cd4aa9159c82121ddcd256c795076a,3.3881317890172014e-21,1e-06,3.7605404213709664e-06,3.760540414007221e-06,7.36374355464109e-15,0.0,0.0,5.008785404161721e-21,0.0,1.000000000839868e-06,37694.450997649765,3.403233169437975e-14,0.0,3.403233169437975e-14,96388.77101962837
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,300.0,0.005,0.6931471805599453,FIRST_PASSAGE,4.016023199704142,4.016023199704142,4.016023199704142,0.6931471805599453,FRACTURE_ACCESSIBLE,9,True,True,3.2732414351776242,6.992153587194454e-07,da39d9ca6c9144bb6b30c96687d833f7430e579a2ff2c2cd133ee4dc99c6538d,0.0,1e-06,0.015090789424865853,0.015090789424865853,4.150523230813365e-45,0.0,0.0,0.0,0.0,1.0000033703330323e-06,2387856.7849285104,3.8827992354604173e-44,0.0,3.8827992354604173e-44,96321.63663087437
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,450.0,0.005,0.6931471805599453,FIRST_PASSAGE,3.540173843776482,3.540173843776482,3.540173843776482,0.6931471805599453,FRACTURE_ACCESSIBLE,8,True,True,3.2732414351776242,6.992153587194454e-07,da39d9ca6c9144bb6b30c96687d833f7430e579a2ff2c2cd133ee4dc99c6538d,0.0,1e-06,3.58737778564309e-05,3.58737778564309e-05,1.2545017331548188e-32,0.0,0.0,0.0,0.0,1.0000000080119453e-06,116423.55424441576,9.849164634550139e-32,0.0,9.849164634550139e-32,96388.62797179742
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,600.0,0.005,0.6931471805599453,FIRST_PASSAGE,3.501815446032763,3.501815446032763,3.501815446032763,0.6931471805599453,FRACTURE_ACCESSIBLE,8,True,True,3.2732414351776242,6.992153587194454e-07,da39d9ca6c9144bb6b30c96687d833f7430e579a2ff2c2cd133ee4dc99c6538d,0.0,1e-06,3.58737778564309e-05,3.58737778564309e-05,2.0477838674248487e-25,0.0,0.0,0.0,0.0,1.0000000080119453e-06,116423.55424441576,1.4577335187909418e-24,0.0,1.4577335187909418e-24,96388.62797179742
