candidate_id,parent_id,mode,temperature_K,event_index,cumulative_advance_um,event_advance_um,K_reinit_MPa_sqrt_m,loading_time_s,threshold_action,physical_hazard_action,elementary_cleavage_rate_s,constitutive_ceiling_occupied,sigma_cap_active,dN_cap_active,N_sat_active,conservation_relative,complete_bound_row_sha256,emitted_total,mobile,retained,wake_mobile,wake_retained,escaped,recovered,radius_m,backstress_Pa,active_shield_Pa_sqrt_m,wake_shield_Pa_sqrt_m,total_shield_Pa_sqrt_m,source_multiplicity,time_s,n_adv,micro_advance_m,checkpoint_advance_m,hazard_action,J_equiv_J_m2,continued_from_50um_checkpoint,engine_unused_next_threshold_action,K_normalized_to_first,sqrt_radius_normalized_to_first,K_over_sqrt_radius_normalized_to_first
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,0,5.0,5.0,35.67445191975037,7134.890383950073,0.6931471805599453,0.6931471805599453,4344.322436439135,False,False,False,False,5.897764793317699e-15,8a16415705c47c7708ec35385cde6c9a53bb6b9de6edf98b902a1f40626a9f72,21589.40932884894,20666.46824767357,922.9410811753736,0.0,0.0,1.2358115926483775e-10,0.0,5.8217159064694405e-06,1529368860.3549502,9117.35876090528,0.0,9117.35876090528,23382.578743294896,7134.890383950073,1,0.0,0.0,0.0,2860.706011278667,,0.4332087756327596,1.0,1.0,1.0
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,1,10.0,5.0,39.70014063382674,7940.028126765346,0.6931471805599453,0.6931471805599453,4984.046201467546,False,False,False,False,1.4657873272960056e-14,8a16415705c47c7708ec35385cde6c9a53bb6b9de6edf98b902a1f40626a9f72,27301.209481617745,26220.00862016576,1081.2008614519962,0.0,0.0,3.8915361218253264e-10,0.0,7.097372745046241e-06,1579912229.1438332,10679.888612534662,0.0,10679.888612534662,27595.73928148977,15074.91851071542,2,0.0,0.0,0.0,3542.767890010059,,0.0047356937874046,1.1128451454035553,1.104137863082472,1.0078860463101724
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,2,15.0,5.0,42.490934860059525,8498.186972011925,0.6931471805599453,0.6931471805599453,5162.462168157375,False,False,False,False,2.2816496748533014e-14,8a16415705c47c7708ec35385cde6c9a53bb6b9de6edf98b902a1f40626a9f72,31729.576656319845,30615.951820372153,1113.6248359476854,0.0,0.0,7.311236200491535e-10,0.0,8.086391393991681e-06,1597517796.0404134,10999.702290620931,0.0,10999.702290620931,31095.25895539698,23573.105482727344,3,0.0,0.0,0.0,4058.365729101773,,0.4743474603364672,1.191074636707603,1.1785604819279953,1.0106181693442968
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,3,20.0,5.0,44.74942915630633,8949.885831261265,0.6931471805599453,0.6931471805599453,5283.995866038509,False,False,False,False,3.7425130076447934e-14,8a16415705c47c7708ec35385cde6c9a53bb6b9de6edf98b902a1f40626a9f72,35577.70515895937,34449.567005409466,1128.1381535499345,0.0,0.0,1.298648313955461e-09,0.0,8.945821225011737e-06,1608474476.2161832,11142.641674446271,0.0,11142.641674446271,34166.13544446554,32522.99131398861,4,0.0,0.0,0.0,4501.254915331124,,1.063242955769338,1.2543830878458935,1.2396086645725557,1.0119186189122293
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,4,25.0,5.0,46.68168481407567,9336.336962815138,0.6931471805599453,0.6931471805599453,5483.964768468998,False,False,False,False,4.9902052996057535e-14,8a16415705c47c7708ec35385cde6c9a53bb6b9de6edf98b902a1f40626a9f72,39075.67972714896,37922.91923080263,1152.7604963462693,0.0,0.0,2.004416202531253e-09,0.0,9.727048694413956e-06,1618497643.0930574,11385.241449808862,0.0,11385.241449808862,36920.115016490374,41859.328276803746,5,0.0,0.0,0.0,4898.370753242869,,3.9401919556857865,1.308546657397458,1.2926026464135176,1.0123348122705604
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,5,30.0,5.0,48.4007157479598,9680.143149591968,0.6931471805599453,0.6931471805599453,5600.12833338614,False,False,False,False,6.140393338616666e-14,8a16415705c47c7708ec35385cde6c9a53bb6b9de6edf98b902a1f40626a9f72,42302.12504348561,41141.53536939451,1160.5896740911182,0.0,0.0,2.586492811665927e-09,0.0,1.044763361020163e-05,1624888942.885585,11462.15384379736,0.0,11462.15384379736,39499.43838708865,51539.471426395714,6,0.0,0.0,0.0,5265.773534091422,,4.685684778076526,1.356733268301841,1.3396256753726683,1.012770427772231
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,6,35.0,5.0,49.96315569397881,9992.631138795768,0.6931471805599453,0.6931471805599453,5531.204561800228,False,False,False,False,7.385939781133796e-14,8a16415705c47c7708ec35385cde6c9a53bb6b9de6edf98b902a1f40626a9f72,45315.02559868686,44166.36776323721,1148.6578354496216,0.0,0.0,3.3722962339977374e-09,0.0,1.11205260599368e-05,1627666962.190962,11344.29526547926,0.0,11344.29526547926,41971.79987525237,61532.10256519148,7,0.0,0.0,0.0,5611.233365443287,,0.8521657919641812,1.4005304357967676,1.3820926641201738,1.0133404743077272
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,7,40.0,5.0,51.38894395410151,10277.788790820296,0.6931471805599453,0.6931471805599453,5691.062392073441,False,False,False,False,8.87703629289996e-14,8a16415705c47c7708ec35385cde6c9a53bb6b9de6edf98b902a1f40626a9f72,48194.723283509615,47031.46361265101,1163.259670858568,0.0,0.0,4.318170723841583e-09,0.0,1.176366936790026e-05,1632863274.9575143,11488.031381960864,0.0,11488.031381960864,44258.11507665402,71809.89135601178,8,0.0,0.0,0.0,5936.056081847588,,1.7287324266244588,1.4404970837309812,1.421496846465545,1.013366359069089
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,8,45.0,5.0,52.72408555462691,10544.817110925404,0.6931471805599453,0.6931471805599453,5566.9415035732345,False,False,False,False,1.0159365305533653e-13,8a16415705c47c7708ec35385cde6c9a53bb6b9de6edf98b902a1f40626a9f72,50920.561551878134,49776.9715559929,1143.5899958852185,0.0,0.0,5.18400967992941e-09,0.0,1.2372450161152112e-05,1633878521.8655052,11293.937073960507,0.0,11293.937073960507,46519.63362034732,82354.70846693718,9,0.0,0.0,0.0,6248.51363044391,,0.2231995271257637,1.4779227911680233,1.457814791007427,1.0137932474582045
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,9,50.0,5.0,53.966278453858266,10793.255690771664,0.6931471805599453,0.6931471805599453,5595.420535476668,False,False,False,False,1.1195356380546009e-13,8a16415705c47c7708ec35385cde6c9a53bb6b9de6edf98b902a1f40626a9f72,53552.46291672532,52409.23764055114,1143.225276174118,0.0,0.0,6.064400551245605e-09,0.0,1.2960251359501011e-05,1636531971.3307085,11290.17214405824,0.0,11290.17214405824,48650.83936500963,93147.96415770883,10,0.0,0.0,0.0,6546.415239226518,,1.8975835192495756,1.5127430289680508,1.4920425484303073,1.0138739210617829
