production_role,condition_role,candidate_id,parent_id,temperature_K,Kdot,threshold_action,F1B_status,K_onset_MPa_sqrt_m,applied_opening_MPa_sqrt_m,model_native_fracture_coordinate_MPa_sqrt_m,opening_action,accessibility,process_updates,one_process_update_per_interval,no_discrete_emission_clock,renewal_m,renewal_tau_s,row_sha256,conservation_relative,initial_radius_m,emitted_total,mobile,retained,wake_mobile,wake_retained,escaped,recovered,radius_m,backstress_Pa,active_shield_Pa_sqrt_m,wake_shield_Pa_sqrt_m,total_shield_Pa_sqrt_m,source_multiplicity,reported_quantity,physical_first_passage_time_s,censor_reason
P25_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,300.0,0.005,0.6931471805599453,FIRST_PASSAGE,3.272711093704063,3.272711093704063,3.272711093704063,0.6931471805599453,FRACTURE_ACCESSIBLE,14,True,True,3.2732414351776242,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,0.0,1e-06,7.654783729505357e-05,7.654783729505357e-05,1.4427766331928368e-48,0.0,0.0,0.0,0.0,1.0000000170959713e-06,170066.49408427117,1.1937619209090516e-47,0.0,1.1937619209090516e-47,96388.44679086142,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,654.5422187408126,
P25_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,375.0,0.005,0.6931471805599453,FIRST_PASSAGE,13.007250036500979,13.007250036500979,13.007250036500979,0.6931471805599453,FRACTURE_ACCESSIBLE,53,True,True,3.2732414351776242,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,0.0,1e-06,1954.9833421508972,1954.9833421508972,1.585060048569146e-17,0.0,0.0,0.0,0.0,1.436620295356378e-06,859456354.4408461,1.5666334682484023e-16,0.0,1.5666334682484023e-16,10248.410194888405,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,2601.450007300196,
P25_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,450.0,0.005,0.6931471805599453,FIRST_PASSAGE,18.32726656535538,18.32726656535538,18.32726656535529,0.6931471805599453,FRACTURE_ACCESSIBLE,74,True,True,3.2732414351776242,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,5.548575468046985e-15,1e-06,4589.6197675050435,4589.619767496216,8.82907866082536e-09,0.0,0.0,2.347633198951371e-11,0.0,2.0250323341664816e-06,1316863165.3144333,8.72646047023869e-08,0.0,8.72646047023869e-08,9443.076038847672,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,3665.453313071076,
P25_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,525.0,0.005,0.6931471805599453,FIRST_PASSAGE,20.78774578800583,20.78774578800583,20.787745786134597,0.6931471805599453,FRACTURE_ACCESSIBLE,84,True,True,3.2732414351776242,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,6.01463399505113e-15,1e-06,5746.118333352963,5746.118144028509,0.00018932445731645848,0.0,0.0,3.160516298542429e-11,0.0,2.2833213612454508e-06,1473462298.994176,0.001871232649278254,0.0,0.001871232649278254,9518.149010993515,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,4157.5491576011655,
P25_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,600.0,0.005,0.6931471805599453,FIRST_PASSAGE,22.10640646173125,22.10640646173125,22.106405826568288,0.6931471805599453,FRACTURE_ACCESSIBLE,89,True,True,3.2732414351776242,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,4.457544670990153e-15,1e-06,6325.082043136985,6325.017779014298,0.06426412268386848,0.0,0.0,3.092373585017905e-11,0.0,2.4126254328026047e-06,1545042584.376138,0.6351629612496701,0.0,0.6351629612496701,9592.033769108833,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,4421.28129234625,
P25_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,675.0,0.005,0.6931471805599453,FIRST_PASSAGE,23.101748195218498,23.101748195218498,23.101712960323955,0.6931471805599453,FRACTURE_ACCESSIBLE,93,True,True,3.2732414351776242,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,5.417339445346739e-15,1e-06,6883.32033628056,6879.755277261343,3.5650590192185394,0.0,0.0,3.603889414795718e-11,0.0,2.5373007500681855e-06,1567313025.0355122,35.23489454308027,0.0,35.23489454308027,9944.612863055258,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,4620.349639043699,
P25_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,750.0,0.005,0.6931471805599453,FIRST_PASSAGE,25.568724919547144,25.568724919547144,25.56832021913107,0.6931471805599453,FRACTURE_ACCESSIBLE,103,True,True,3.2732414351776242,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,3.1373842619054096e-15,1e-06,9276.463457191641,9235.512618460485,40.9508387311549,0.0,0.0,3.035439961655935e-11,0.0,3.071778376426206e-06,1537626294.6509798,404.7004160732099,0.0,404.7004160732099,12271.474823417167,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,5113.744983909429,
P25_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,825.0,0.005,0.6931471805599453,FIRST_PASSAGE,30.60434214104103,30.60434214104103,30.602028303734667,0.6931471805599453,FRACTURE_ACCESSIBLE,123,True,True,3.2732414351776242,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,4.474348644110064e-15,1e-06,15041.878334580028,14807.710353327755,234.16798125225844,0.0,0.0,8.208544960077903e-11,0.0,4.359409371710193e-06,1518048948.6532364,2313.837306365269,0.0,2313.837306365269,17639.646372791383,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,6120.868428208206,
P25_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,900.0,0.005,0.6931471805599453,FIRST_PASSAGE,35.67445191975037,35.67445191975037,35.665334560989464,0.6931471805599453,FRACTURE_ACCESSIBLE,143,True,True,3.2732414351776242,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,5.897764793317699e-15,1e-06,21589.40932884894,20666.46824767357,922.9410811753735,0.0,0.0,1.2358115926483775e-10,0.0,5.8217159064694405e-06,1529368860.3549502,9117.358760905281,0.0,9117.358760905281,23382.578743294896,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,7134.890383950074,
P25_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,975.0,0.005,0.6931471805599453,FIRST_PASSAGE,37.36254904668694,37.36254904668694,37.34347959393908,0.6931471805599453,FRACTURE_ACCESSIBLE,150,True,True,3.2732414351776242,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,7.910000634833532e-15,1e-06,23455.992954617766,21524.141908714162,1931.8510459036297,0.0,0.0,1.5998059131236675e-10,0.0,6.238593266198708e-06,1574592927.8105454,19069.452747859395,0.0,19069.452747859395,24338.475058196793,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,7472.509809337387,
