production_role,condition_role,candidate_id,parent_id,temperature_K,Kdot,threshold_action,F1B_status,K_onset_MPa_sqrt_m,applied_opening_MPa_sqrt_m,model_native_fracture_coordinate_MPa_sqrt_m,opening_action,accessibility,process_updates,one_process_update_per_interval,no_discrete_emission_clock,renewal_m,renewal_tau_s,row_sha256,conservation_relative,initial_radius_m,emitted_total,mobile,retained,wake_mobile,wake_retained,escaped,recovered,radius_m,backstress_Pa,active_shield_Pa_sqrt_m,wake_shield_Pa_sqrt_m,total_shield_Pa_sqrt_m,source_multiplicity,reported_quantity,physical_first_passage_time_s,censor_reason
P25_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,450.0,0.005,0.6931471805599453,FIRST_PASSAGE,18.32726656535538,18.32726656535538,18.32726656535529,0.6931471805599453,FRACTURE_ACCESSIBLE,74,True,True,3.273241435177624,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,5.548575468046985e-15,1e-06,4589.6197675050435,4589.619767496216,8.829078660825361e-09,0.0,0.0,2.347633198951371e-11,0.0,2.0250323341664816e-06,1316863165.314433,8.72646047023869e-08,0.0,8.72646047023869e-08,9443.076038847672,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,3665.453313071076,
P25_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,750.0,0.005,0.6931471805599453,FIRST_PASSAGE,25.568724919547144,25.568724919547144,25.56832021913107,0.6931471805599453,FRACTURE_ACCESSIBLE,103,True,True,3.273241435177624,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,3.1373842619054096e-15,1e-06,9276.46345719164,9235.512618460483,40.9508387311549,0.0,0.0,3.0354399616559345e-11,0.0,3.071778376426206e-06,1537626294.6509798,404.7004160732099,0.0,404.7004160732099,12271.474823417167,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,5113.744983909429,
P25_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,1050.0,0.005,0.6931471805599453,FIRST_PASSAGE,36.50378286600229,36.50378286600229,36.47916442423352,0.6931471805599453,FRACTURE_ACCESSIBLE,147,True,True,3.273241435177624,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,7.223680299638422e-15,1e-06,21655.594131536225,19156.30417472971,2499.289956806529,0.0,0.0,1.405205969292843e-10,0.0,5.836497427863701e-06,1601222301.6362956,24618.441768775236,0.0,24618.441768775236,22391.716666794004,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,7300.756573200458,
P25_DBTT_LIKE,RATE_ANCHOR,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,450.0,0.0005,0.6931471805599453,FIRST_PASSAGE,15.601670545797028,15.601670545797028,15.601670545797026,0.6931471805599453,FRACTURE_ACCESSIBLE,63,True,True,3.273241435177624,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,3.1838910903768128e-15,1e-06,2999.378464131303,2999.3784641311763,1.2649936614986322e-10,0.0,0.0,1.0146550266654229e-11,0.0,1.669872465232232e-06,1064554575.038101,1.2502848573284315e-09,0.0,1.2502848573284315e-09,9626.496416727538,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,31203.341091594055,
P25_DBTT_LIKE,RATE_ANCHOR,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,450.0,0.05,0.6931471805599453,FIRST_PASSAGE,21.66453290250797,21.66453290250797,21.66453290250269,0.6931471805599453,FRACTURE_ACCESSIBLE,87,True,True,3.273241435177624,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,5.200144106625914e-15,1e-06,6646.123253264199,6646.1232527299735,5.34228177441804e-07,0.0,0.0,3.183231456205249e-11,0.0,2.4843258432179144e-06,1584661445.123449,5.280200236889573e-06,0.0,5.280200236889573e-06,9630.560407449542,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,433.2906580501593,
P25_DBTT_LIKE,RATE_ANCHOR,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,750.0,0.0005,0.6931471805599453,FIRST_PASSAGE,25.471755097900218,25.471755097900218,25.47172874655572,0.6931471805599453,FRACTURE_ACCESSIBLE,102,True,True,3.273241435177624,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,4.6804511401315366e-15,1e-06,10493.158122009128,10490.491450726768,2.666671282366105,0.0,0.0,4.419664640922812e-11,0.0,3.3435114252237832e-06,1326170243.022285,26.3513444963111,0.0,26.3513444963111,15482.20508522904,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,50943.51019580043,
P25_DBTT_LIKE,RATE_ANCHOR,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,750.0,0.05,0.6931471805599453,FIRST_PASSAGE,26.62459053385647,26.62459053385647,26.62074737291992,0.6931471805599453,FRACTURE_ACCESSIBLE,107,True,True,3.273241435177624,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,4.399259951398918e-15,1e-06,9096.476980243828,8707.610788976715,388.8661912671075,0.0,0.0,4.542857758793741e-11,0.0,3.0315807199906024e-06,1747549418.1303568,3843.1609365494032,0.0,3843.1609365494032,10658.144341770576,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,532.4918106771294,
P25_DBTT_LIKE,RATE_ANCHOR,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,1050.0,0.0005,0.6931471805599453,FIRST_PASSAGE,58.57354091538473,58.57354091538473,58.555923762773965,0.6931471805599453,FRACTURE_ACCESSIBLE,235,True,True,3.273241435177624,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,6.316837461544551e-16,1e-06,69110.1297933763,66288.05605940384,1784.8737480966154,0.0,0.0,1037.1999858758995,0.0,1.643485544449847e-05,1420824112.559359,17617.1526107693,0.0,17617.1526107693,71042.69200804233,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,117147.08183076946,
P25_DBTT_LIKE,RATE_ANCHOR,P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,1050.0,0.05,0.6931471805599453,FIRST_PASSAGE,29.707395885228824,29.707395885228824,29.682183973663697,0.6931471805599453,FRACTURE_ACCESSIBLE,119,True,True,3.273241435177624,6.992153587194454e-07,cd798218d21f2a6e071482ba6a08f38bdd08233c76ed95a34404851c290f3582,4.397165332779796e-15,1e-06,11582.849277829184,8973.245939758155,2609.6033380710214,0.0,0.0,5.801249072775073e-11,0.0,3.586879879595331e-06,1754180678.2428737,25211.911565129907,0.0,25211.911565129907,12562.804943892104,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,594.1479177045765,
P40_DBTT_LIKE,MAIN_TEMPERATURE_GRID,P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,450.0,0.005,0.6931471805599453,FIRST_PASSAGE,22.359663904873734,22.359663904873734,22.359663904859534,0.6931471805599453,FRACTURE_ACCESSIBLE,90,True,True,3.273241435177624,6.992153587194454e-07,ea041f4b80940f6153b3a58add12c042475cc2a50c4fa8b8949419f14881536c,4.6307579532672164e-15,1e-06,7070.507591683677,7070.507590246736,1.436935200773084e-06,0.0,0.0,3.851852170555503e-11,0.0,2.5791066074271227e-06,1634472389.4558587,1.4202372831448285e-05,0.0,1.4202372831448285e-05,9693.760418777158,MODEL_NATIVE_1D_FIRST_PASSAGE_K_ONSET,4471.932780974747,
