candidate_id,production_role,temperature_K,production_K_onset,A0_K_onset,A1_K_onset,A2_K_onset,A3_F1B_K_onset,F2R_K_onset,production_minus_F1B,production_relative_to_F1B
P25_TJBSV2_S_026704,P25_WEAK_T,300.0,4.500278811099724,4.465010032817736,4.465010032817736,4.465057099915606,4.504874633425066,4.500278811099724,-0.0045958223253421,-0.0010201887287255
P25_TJBSV2_S_026704,P25_WEAK_T,450.0,4.523342885367299,4.535396098725603,4.535396098725603,4.535417204099382,4.518259927598553,4.5233428853673,0.0050829577687458,0.0011249812649551
P25_TJBSV2_S_026704,P25_WEAK_T,600.0,4.5531083973093285,4.582642665854705,4.582642665854705,4.58266727412867,4.534988367171359,4.553108397309329,0.0181200301379691,0.0039956067515276
P25_TJBSV2_S_026704,P25_WEAK_T,750.0,4.582627212237512,4.616555453121454,4.616555453121454,4.61658386005718,4.551573250972478,4.582627212237513,0.0310539612650337,0.0068226873550587
P25_TJBSV2_S_026704,P25_WEAK_T,900.0,4.609541364325925,4.642074461475377,4.642074461475377,4.642098165919324,4.566748387027998,4.609541364325927,0.0427929772979274,0.0093705572699127
P25_TJBSV2_S_026704,P25_WEAK_T,1050.0,4.633357542098072,4.661962316733561,4.661962316733561,4.661977644403037,4.580226398253665,4.633357542098074,0.053131143844407,0.0116001130128993
P25_TJBSV2_S_026704,P25_WEAK_T,1200.0,4.654233041118966,4.677877522349198,4.677877522349198,4.677896623792488,4.592078381581789,4.654233041118967,0.0621546595371764,0.0135351913387347
P40_TJBSV2_S_038278,P40_WEAK_T,300.0,6.763222072056217,6.441754140250592,6.441754140250592,6.443068502973555,6.55721045046116,6.763222072056217,0.2060116215950564,0.0314175704976142
P40_TJBSV2_S_038278,P40_WEAK_T,450.0,6.535570573859864,6.544844027055153,6.544844027055153,6.5448810795998655,6.540403273037368,6.535570573859864,-0.0048326991775038,-0.000738899265956
P40_TJBSV2_S_038278,P40_WEAK_T,600.0,6.636581520493304,6.652741024652415,6.652741024652415,6.652763239384823,6.616108238181379,6.636581520493304,0.0204732823119249,0.0030944600019955
P40_TJBSV2_S_038278,P40_WEAK_T,750.0,6.762249766329231,6.759935144461187,6.759935144461187,6.7599536443922235,6.718620896266655,6.762249766329231,0.0436288700625757,0.0064937240448883
P40_TJBSV2_S_038278,P40_WEAK_T,900.0,6.851294216165985,6.859507720378632,6.859507720378632,6.859522567679972,6.832464560089288,6.851294216165985,0.0188296560766971,0.002755909805473
P40_TJBSV2_S_038278,P40_WEAK_T,1050.0,6.941958176122546,6.946104617408575,6.946104617408575,6.946113630560044,6.945537580529553,6.941958176122546,-0.0035794044070067,-0.0005153531120529
P40_TJBSV2_S_038278,P40_WEAK_T,1200.0,7.017158273867398,7.016547967071627,7.016547967071627,7.016560896769774,7.022200622544868,7.017158273867398,-0.0050423486774695,-0.0007180581912287
P25_TJBSV2_S_004127,P25_CERAMIC_LIKE,300.0,3.5099675490707307,3.5057593233474424,3.5057593233474424,3.5057829520227117,3.5085451644849632,3.5099675490707307,0.0014223845857674,0.0004054058075595
P25_TJBSV2_S_004127,P25_CERAMIC_LIKE,450.0,3.1461859250087167,3.1802534409061636,3.1802534409061636,3.180288149731601,3.0134055111653137,3.1461859250087167,0.132780413843403,0.0440632411905477
P25_TJBSV2_S_004127,P25_CERAMIC_LIKE,600.0,3.0004354480112063,2.9611066488161075,2.9611066488161075,2.9611315450465083,3.000497985432498,3.0004354480112063,-6.253742129169737e-05,-2.084234736876578e-05
P25_TJBSV2_S_004127,P25_CERAMIC_LIKE,750.0,2.7542305109366376,2.7573299180475637,2.7573299180475637,2.7573605307271096,2.557770240653252,2.7542305109366376,0.1964602702833855,0.0768091938677062
P25_TJBSV2_S_004127,P25_CERAMIC_LIKE,900.0,2.509653299262197,2.531422311300945,2.531422311300945,2.531438698723457,2.5021782890935342,2.509653299262197,0.0074750101686626,0.0029874010981729
P25_TJBSV2_S_004127,P25_CERAMIC_LIKE,1050.0,2.2513147770756827,2.228428113967371,2.228428113967371,2.228438175084438,2.0616825168203525,2.2513147770756827,0.1896322602553302,0.0919793705908669
P25_TJBSV2_S_004127,P25_CERAMIC_LIKE,1200.0,1.5193470067403383,1.5244483037672374,1.5244483037672374,1.5244506924308403,1.5154396926811011,1.5193470067403383,0.0039073140592373,0.0025783368867187
P40_TJBSV2_S_031027,P40_CERAMIC_LIKE,300.0,5.59919694546048,5.599152624459916,5.599152624459916,5.5992284501333796,5.5398542218830515,5.59919694546048,0.0593427235774282,0.0107119648280666
P40_TJBSV2_S_031027,P40_CERAMIC_LIKE,450.0,4.842183111547009,4.907487030593223,4.907487030593223,4.907534978713921,5.000139688414082,4.842183111547009,-0.1579565768670727,-0.0315904328099226
P40_TJBSV2_S_031027,P40_CERAMIC_LIKE,600.0,4.503465891717777,4.506318629967764,4.506318629967764,4.506388402388056,4.500590008617322,4.503465891717777,0.0028758831004553,0.0006390013520336
P40_TJBSV2_S_031027,P40_CERAMIC_LIKE,750.0,4.074413538046769,4.140451501712983,4.140451501712983,4.1404960267698,4.010081534253461,4.074413538046769,0.0643320037933081,0.0160425675248232
P40_TJBSV2_S_031027,P40_CERAMIC_LIKE,900.0,3.751773599324051,3.732059595937403,3.732059595937403,3.732084474101269,3.56647357496822,3.751773599324051,0.1853000243558309,0.0519560906483043
P40_TJBSV2_S_031027,P40_CERAMIC_LIKE,1050.0,3.0944837066812263,3.1280538589997486,3.1280538589997486,3.1280675129744795,3.044022619320984,3.0944837066812263,0.0504610873602424,0.0165771065694309
P40_TJBSV2_S_031027,P40_CERAMIC_LIKE,1200.0,0.5339835186843624,0.5345467705116114,0.5345467705116114,0.5345467759350143,0.5342120480575323,0.5339835186843624,-0.0002285293731698,-0.0004277877558187
P25_TJBSV2_S_064036,P25_ACCESSIBLE_CONTROL,300.0,4.285679398764636,4.365020009058399,4.365020009058399,4.365091065393518,4.501190832397832,,-0.2155114336331953,-0.0478787595678075
P25_TJBSV2_S_064036,P25_ACCESSIBLE_CONTROL,450.0,4.7011331390172995,4.70740819453622,4.70740819453622,4.707418832236574,4.6641110422553105,,0.0370220967619889,0.0079376533762984
P25_TJBSV2_S_064036,P25_ACCESSIBLE_CONTROL,600.0,5.29410460064732,5.299409844516597,5.299409844516597,5.299416572728696,5.258151801173145,,0.0359527994741748,0.0068375354751366
P25_TJBSV2_S_064036,P25_ACCESSIBLE_CONTROL,750.0,5.70794009241103,5.710948860528551,5.710948860528551,5.71095968932168,5.661149121990483,,0.0467909704205471,0.0082652778459393
P25_TJBSV2_S_064036,P25_ACCESSIBLE_CONTROL,900.0,5.937736650895207,5.944894637591446,5.944894637591446,5.944904878368838,5.953079614934409,,-0.0153429640392017,-0.0025773154453891
P25_TJBSV2_S_064036,P25_ACCESSIBLE_CONTROL,1050.0,6.076540611701366,6.090237500539975,6.090237500539975,6.09026003508238,6.0628247485092635,,0.0137158631921021,0.0022622892399248
P25_TJBSV2_S_064036,P25_ACCESSIBLE_CONTROL,1200.0,6.179147655323189,6.188502961415181,6.188502961415181,6.188523610084626,6.131357851073711,,0.0477898042494784,0.007794326380919
P40_TJBSV2_S_043821,P40_ACCESSIBLE_CONTROL,300.0,5.873170683770543,5.829451265671605,5.829451265671605,5.8295599557736235,6.0026436672182255,,-0.1294729834476822,-0.021569326887545
P40_TJBSV2_S_043821,P40_ACCESSIBLE_CONTROL,450.0,6.830383733752812,6.838324941867555,6.838324941867555,6.8383410561593925,6.8086403976667835,,0.0217433360860281,0.0031934916247713
P40_TJBSV2_S_043821,P40_ACCESSIBLE_CONTROL,600.0,7.81674436520275,7.826194417730836,7.826194417730836,7.826220772115456,7.785627315237837,,0.0311170499649131,0.0039967299621459
P40_TJBSV2_S_043821,P40_ACCESSIBLE_CONTROL,750.0,8.259980072746176,8.256927738754342,8.256927738754342,8.256966720312608,8.202107088151916,,0.05787298459426,0.0070558679583516
P40_TJBSV2_S_043821,P40_ACCESSIBLE_CONTROL,900.0,8.48791329550278,8.483661954742328,8.483661954742328,8.483682702222037,8.506226609612332,,-0.0183133141095517,-0.0021529304296756
P40_TJBSV2_S_043821,P40_ACCESSIBLE_CONTROL,1050.0,8.606800505042804,8.622886096041906,8.622886096041906,8.622920754010645,8.582528016733047,,0.0242724883097569,0.0028281280599882
P40_TJBSV2_S_043821,P40_ACCESSIBLE_CONTROL,1200.0,8.715541305943098,8.716990752821943,8.716990752821943,8.717042926924206,8.653743506694289,,0.0617977992488096,0.0071411637288538
